category	region_id	feature	chrom	start	end	length	strand
gene	YJR024C	gene	X	470229	470964	735	-
gene	YJR025C	gene	X	471137	471671	534	-
transposable_elements	YJRWdelta11	long_terminal_repeat	X	472462	472800	338	+
transposable_elements	YJRWTy1-1	LTR_retrotransposon	X	472462	478384	5922	+
transposable_elements	YJR026W	transposable_element_gene	X	472759	474082	1323	+
transposable_elements	YJR027W	transposable_element_gene	X	472759	478028	5269	+
transposable_elements	YJRWdelta12	long_terminal_repeat	X	478050	478384	334	+
transposable_elements	YJRWTy1-2	LTR_retrotransposon	X	478050	483972	5922	+
transposable_elements	YJR028W	transposable_element_gene	X	478343	479666	1323	+
transposable_elements	YJR029W	transposable_element_gene	X	478343	483612	5269	+
transposable_elements	YJRWdelta13	long_terminal_repeat	X	483634	483972	338	+
gene	YJR030C	gene	X	483958	486196	2238	-
gene	YJR031C	gene	X	486585	490812	4227	-
gene	YJR032W	gene	X	491080	492262	1182	+
gene	YJR033C	gene	X	492377	496451	4074	-
gene	YJR034W	gene	X	496682	497009	327	+
gene	YJR035W	gene	X	497354	500612	3258	+
gene	YJR036C	gene	X	500712	503391	2679	-
gene	YJR037W	gene	X	503101	503485	384	+
gene	YJR038C	gene	X	503709	504072	363	-
gene	YJR039W	gene	X	503935	507301	3366	+
gene	YJR040W	gene	X	507745	510085	2340	+
gene	YJR041C	gene	X	510238	513763	3525	-
gene	YJR042W	gene	X	514054	516289	2235	+
gene	YJR043C	gene	X	516460	517513	1053	-
tRNA_gene	tM%28CAU%29J3	tRNA_gene	X	517812	517884	72	-
transposable_elements	YJRWdelta14	long_terminal_repeat	X	517958	518099	141	+
gene	YJR044C	gene	X	518762	519185	423	-
gene	YJR045C	gene	X	519637	521602	1965	-
gene	YJR046W	gene	X	522047	523862	1815	+
tRNA_gene	tS%28AGA%29J	tRNA_gene	X	524011	524093	82	-
gene	YJR047C	gene	X	524907	525381	474	-
gene	YJR048W	gene	X	526334	526664	330	+
gene	YJR049C	gene	X	526883	528476	1593	-
gene	YJR050W	gene	X	528696	529404	708	+
gene	YJR051W	gene	X	529860	531366	1506	+
transposable_elements	YJRCdelta15	long_terminal_repeat	X	531515	531675	160	-
tRNA_gene	tG%28GCC%29J2	tRNA_gene	X	531827	531898	71	+
gene	YJR052W	gene	X	532061	533759	1698	+
gene	YJR053W	gene	X	534026	535751	1725	+
gene	YJR054W	gene	X	536055	537549	1494	+
transposable_elements	YJRCdelta16	long_terminal_repeat	X	537740	538041	301	-
transposable_elements	YJRWdelta17	long_terminal_repeat	X	538102	538434	332	+
tRNA_gene	tR%28CCU%29J	tRNA_gene	X	538554	538626	72	+
gene	YJR055W	gene	X	538771	539266	495	+
Replication_origins	ARS1018	ARS	X	540545	540780	235	.
transposable_elements	YJRWdelta18	long_terminal_repeat	X	540765	541087	322	+
transposable_elements	YJRCdelta19	long_terminal_repeat	X	541094	541427	333	-
tRNA_gene	tD%28GUC%29J4	tRNA_gene	X	541507	541579	72	+
gene	YJR056C	gene	X	541791	542502	711	-
tRNA_gene	tY%28GUA%29J2	tRNA_gene	X	542955	543044	89	-
transposable_elements	YJRWdelta20	long_terminal_repeat	X	543447	543770	323	+
gene	YJR057W	gene	X	544061	544712	651	+
gene	YJR058C	gene	X	544731	545175	444	-
gene	YJR059W	gene	X	545786	548243	2457	+
gene	YJR060W	gene	X	548758	549814	1056	+
gene	YJR061W	gene	X	550510	553318	2808	+
gene	YJR062C	gene	X	553475	554849	1374	-
gene	YJR063W	gene	X	555194	555572	378	+
gene	YJR064W	gene	X	555913	557602	1689	+
gene	YJR065C	gene	X	557808	559158	1350	-
gene	YJR066W	gene	X	559415	566828	7413	+
gene	YJR067C	gene	X	567018	567444	426	-
gene	YJR068W	gene	X	567642	568704	1062	+
gene	YJR069C	gene	X	568805	569399	594	-
gene	YJR070C	gene	X	569620	570598	978	-
gene	YJR071W	gene	X	570404	570773	369	+
gene	YJR072C	gene	X	570966	572124	1158	-
gene	YJR073C	gene	X	572314	572935	621	-
gene	YJR074W	gene	X	573094	573751	657	+
gene	YJR075W	gene	X	573980	575171	1191	+
gene	YJR076C	gene	X	575353	576601	1248	-
gene	YJR077C	gene	X	577254	578190	936	-
gene	YJR078W	gene	X	578859	580221	1362	+
gene	YJR079W	gene	X	580204	581239	1035	+
gene	YJR080C	gene	X	580431	581616	1185	-
gene	YJR082C	gene	X	581913	582255	342	-
gene	YJR083C	gene	X	582607	583537	930	-
gene	YJR084W	gene	X	583732	585004	1272	+
gene	YJR085C	gene	X	585119	585437	318	-
gene	YJR086W	gene	X	586067	586400	333	+
gene	YJR087W	gene	X	586399	586750	351	+
gene	YJR088C	gene	X	586494	587373	879	-
gene	YJR089W	gene	X	587717	590582	2865	+
gene	YJR090C	gene	X	590871	594327	3456	-
gene	YJR091C	gene	X	595060	598336	3276	-
gene	YJR092W	gene	X	598734	603078	4344	+
gene	YJR093C	gene	X	603219	604203	984	-
gene	YJR094C	gene	X	604568	605651	1083	-
ncRNA_gene	IRT1	ncRNA_gene	X	605935	607424	1489	-
gene	YJR094W-A	gene	X	608304	608858	554	+
gene	YJR095W	gene	X	609772	610741	969	+
gene	YJR096W	gene	X	611194	612043	849	+
gene	YJR097W	gene	X	612412	612931	519	+
Replication_origins	ARS1019	ARS	X	612845	613278	433	.
gene	YJR098C	gene	X	613185	615156	1971	-
gene	YJR099W	gene	X	615575	616286	711	+
gene	YJR100C	gene	X	616350	617334	984	-
tRNA_gene	tL%28UAG%29J	tRNA_gene	X	617918	618019	101	+
gene	YJR101W	gene	X	618233	619034	801	+
gene	YJR102C	gene	X	619156	619765	609	-
gene	YJR103W	gene	X	620753	622490	1737	+
gene	YJR104C	gene	X	622549	623014	465	-
gene	YJR105W	gene	X	623580	624603	1023	+
gene	YJR106W	gene	X	624837	627015	2178	+
gene	YJR107W	gene	X	627339	628326	987	+
gene	YJR108W	gene	X	628711	629083	372	+
gene	YJR109C	gene	X	629584	632941	3357	-
gene	YJR110W	gene	X	633614	635681	2067	+
gene	YJR111C	gene	X	635854	636706	852	-
gene	YJR112W	gene	X	637029	637635	606	+
gene	YJR112W-A	gene	X	637789	638168	379	+
gene	YJR113C	gene	X	638231	638975	744	-
gene	YJR114W	gene	X	638658	639051	393	+
gene	YJR115W	gene	X	639941	640451	510	+
gene	YJR116W	gene	X	640824	641664	840	+
gene	YJR117W	gene	X	642006	643368	1362	+
gene	YJR118C	gene	X	643489	644101	612	-
gene	YJR119C	gene	X	644303	646490	2187	-
gene	YJR120W	gene	X	647125	647476	351	+
gene	YJR121W	gene	X	647606	649142	1536	+
gene	YJR122W	gene	X	649775	651269	1494	+
gene	YJR123W	gene	X	651900	652578	678	+
gene	YJR124C	gene	X	652891	654238	1347	-
Replication_origins	ARS1020	ARS	X	654374	654614	240	.
gene	YJR125C	gene	X	654736	655963	1227	-
gene	YJR126C	gene	X	656253	658689	2436	-
gene	YJR127C	gene	X	658916	663059	4143	-
gene	YJR128W	gene	X	662920	663280	360	+
snoRNA_gene	snR3	snoRNA_gene	X	663748	663942	194	+
gene	YJR129C	gene	X	663999	665019	1020	-
gene	YJR130C	gene	X	665217	667137	1920	-
gene	YJR131W	gene	X	667643	669293	1650	+
gene	YJR132W	gene	X	669521	672668	3147	+
gene	YJR133W	gene	X	672990	673620	630	+
gene	YJR134C	gene	X	673728	675852	2124	-
gene	YJR135C	gene	X	676058	676778	720	-
gene	YJR135W-A	gene	X	676970	677234	264	+
gene	YJR136C	gene	X	677440	678706	1266	-
gene	YJR137C	gene	X	678956	683285	4329	-
Replication_origins	ARS1021	ARS	X	684008	684098	90	.
gene	YJR138W	gene	X	684566	689321	4755	+
gene	YJR139C	gene	X	689444	690524	1080	-
gene	YJR140C	gene	X	690749	695696	4947	-
gene	YJR140W-A	gene	X	690960	691110	150	+
gene	YJR141W	gene	X	695905	696949	1044	+
gene	YJR142W	gene	X	697140	698169	1029	+
gene	YJR143C	gene	X	698325	700614	2289	-
gene	YJR144W	gene	X	700881	701691	810	+
gene	YJR145C	gene	X	702026	703068	1042	-
gene	YJR146W	gene	X	703884	704238	354	+
gene	YJR147W	gene	X	704195	705272	1077	+
gene	YJR148W	gene	X	705743	706874	1131	+
gene	YJR149W	gene	X	707159	708374	1215	+
gene	YJR150C	gene	X	708810	709707	897	-
Replication_origins	ARS1022	ARS	X	711895	712142	247	.
gene	YJR151C	gene	X	712254	715740	3486	-
gene	YJR151W-A	gene	X	717579	717630	51	+
gene	YJR152W	gene	X	719665	721297	1632	+
gene	YJR153W	gene	X	722814	723900	1086	+
gene	YJR154W	gene	X	725783	726824	1041	+
gene	YJR155W	gene	X	727404	728271	867	+
gene	YJR156C	gene	X	728573	729596	1023	-
Replication_origins	ARS1023	ARS	X	729982	730513	531	.
gene	YJR157W	gene	X	730514	730877	363	+
gene	YJR158W	gene	X	732439	734143	1704	+
gene	YJR159W	gene	X	736043	737117	1074	+
Replication_origins	ARS1024	ARS	X	737033	737275	242	.
gene	YJR160C	gene	X	738007	739816	1809	-
gene	YJR161C	gene	X	742847	743999	1152	-
Replication_origins	ARS1025	ARS	X	744407	745008	601	.
Replication_origins	ARS1025_ARS_consensus_sequence	ARS_consensus_sequence	X	744631	744648	17	+
telomere	TEL10R	telomere	X	744901	745751	850	+
telomere	TEL10R_telomeric_repeat	telomeric_repeat	X	745662	745751	89	+
gene	YJR162C	gene	X	744910	745261	351	-
telomere	TEL11L	telomere	XI	0	807	807	-
telomere	TEL11L_telomeric_repeat	telomeric_repeat	XI	0	67	67	-
gene	YKL225W	gene	XI	450	798	348	+
gene	YKL224C	gene	XI	1809	2181	372	-
gene	YKL223W	gene	XI	2388	2721	333	+
gene	YKL222C	gene	XI	3502	5620	2118	-
gene	YKL221W	gene	XI	6106	7528	1422	+
Replication_origins	ARS1102	ARS	XI	7527	8309	782	.
gene	YKL220C	gene	XI	9090	11226	2136	-
gene	YKL219W	gene	XI	14484	15708	1224	+
gene	YKL218C	gene	XI	17358	18339	981	-
gene	YKL217W	gene	XI	22233	24084	1851	+
gene	YKL216W	gene	XI	25214	26159	945	+
gene	YKL215C	gene	XI	26826	30687	3861	-
gene	YKL214C	gene	XI	31081	31693	612	-
gene	YKL213C	gene	XI	31959	34107	2148	-
gene	YKL212W	gene	XI	34542	36414	1872	+
gene	YKL211C	gene	XI	36698	38153	1455	-
snoRNA_gene	snR64	snoRNA_gene	XI	38810	38911	101	+
gene	YKL210W	gene	XI	39162	42237	3075	+
gene	YKL209C	gene	XI	42422	46295	3873	-
tRNA_gene	tT%28CGU%29K	tRNA_gene	XI	46734	46806	72	-
gene	YKL208W	gene	XI	47156	47972	816	+
gene	YKL207W	gene	XI	48193	48955	762	+
gene	YKL206C	gene	XI	49005	49809	804	-
gene	YKL205W	gene	XI	50050	53353	3303	+
gene	YKL204W	gene	XI	53703	55602	1899	+
Replication_origins	ARS1103	ARS	XI	55670	55917	247	.
Replication_origins	ARS1103_ARS_consensus_sequence	ARS_consensus_sequence	XI	55850	55867	17	-
gene	YKL203C	gene	XI	55934	63359	7425	-
gene	YKL202W	gene	XI	63820	64402	582	+
gene	YKL201C	gene	XI	63929	67466	3537	-
gene	YKL198C	gene	XI	68231	70220	1989	-
gene	YKL197C	gene	XI	70733	73865	3132	-
transposable_elements	YKLWdelta1	long_terminal_repeat	XI	74235	74518	283	+
tRNA_gene	tN%28GUU%29K	tRNA_gene	XI	74623	74697	74	+
gene	YKL196C	gene	XI	74931	75534	603	-
gene	YKL195W	gene	XI	75820	77032	1212	+
gene	YKL194C	gene	XI	77257	78646	1389	-
gene	YKL193C	gene	XI	78865	79882	1017	-
gene	YKL192C	gene	XI	80159	80537	378	-
gene	YKL191W	gene	XI	81034	82639	1605	+
gene	YKL190W	gene	XI	82946	83550	604	+
transposable_elements	YKLCdelta2	long_terminal_repeat	XI	83807	84115	308	-
tRNA_gene	tL%28UAA%29K	tRNA_gene	XI	84207	84291	84	+
gene	YKL189W	gene	XI	84703	85903	1200	+
gene	YKL188C	gene	XI	86224	88786	2562	-
Replication_origins	ARS1104	ARS	XI	88788	89287	499	.
gene	YKL187C	gene	XI	89283	91536	2253	-
gene	YKL186C	gene	XI	92743	93465	722	-
gene	YKL185W	gene	XI	94498	96265	1767	+
gene	YKL184W	gene	XI	96756	98157	1401	+
Replication_origins	ARS1125	ARS	XI	98363	98523	160	.
Replication_origins	ARS1125_ARS_consensus_sequence	ARS_consensus_sequence	XI	98384	98401	17	+
gene	YKL183C-A	gene	XI	98394	98607	213	-
gene	YKL183W	gene	XI	98720	99641	921	+
gene	YKL182W	gene	XI	100670	106826	6156	+
gene	YKL181W	gene	XI	107315	108599	1284	+
gene	YKL180W	gene	XI	109268	110129	861	+
gene	YKL179C	gene	XI	110463	112503	2040	-
gene	YKL178C	gene	XI	113214	114627	1413	-
gene	YKL177W	gene	XI	114355	114694	339	+
gene	YKL176C	gene	XI	115499	117986	2487	-
gene	YKL175W	gene	XI	118792	120304	1512	+
gene	YKL174C	gene	XI	120379	122236	1857	-
gene	YKL173W	gene	XI	122516	125543	3027	+
gene	YKL172W	gene	XI	125758	127042	1284	+
gene	YKL171W	gene	XI	127474	130261	2787	+
gene	YKL170W	gene	XI	130633	131050	417	+
gene	YKL169C	gene	XI	130684	131068	384	-
gene	YKL168C	gene	XI	131287	133462	2175	-
gene	YKL167C	gene	XI	133720	134134	414	-
gene	YKL166C	gene	XI	134508	135705	1197	-
gene	YKL165C-A	gene	XI	135789	136023	234	-
gene	YKL165C	gene	XI	137931	140691	2760	-
tRNA_gene	tE%28UUC%29K	tRNA_gene	XI	141017	141089	72	-
gene	YKL164C	gene	XI	141793	142819	1026	-
gene	YKL163W	gene	XI	144400	145378	978	+
gene	YKL162C-A	gene	XI	145921	146074	153	-
gene	YKL162C	gene	XI	147629	148838	1209	-
gene	YKL161C	gene	XI	149385	150687	1302	-
Replication_origins	ARS1106	ARS	XI	153019	153135	116	.
Replication_origins	ARS1106_ARS_consensus_sequence	ARS_consensus_sequence	XI	153105	153122	17	-
gene	YKL160W	gene	XI	153268	153706	438	+
gene	YKL159C	gene	XI	153815	154451	636	-
gene	YKL157W	gene	XI	154990	158232	3242	+
gene	YKL156W	gene	XI	158612	159212	600	+
gene	YKL156C-A	gene	XI	158974	159091	117	-
gene	YKL155C	gene	XI	159455	161342	1887	-
gene	YKL154W	gene	XI	161600	162335	735	+
tRNA_gene	tR%28UCU%29K	tRNA_gene	XI	162486	162558	72	-
transposable_elements	YKLWdelta3	long_terminal_repeat	XI	162830	163169	339	+
gene	YKL153W	gene	XI	163599	164109	510	+
gene	YKL152C	gene	XI	163641	164385	744	-
gene	YKL151C	gene	XI	164916	165930	1014	-
gene	YKL150W	gene	XI	166399	167452	1053	+
gene	YKL149C	gene	XI	167611	168829	1218	-
gene	YKL148C	gene	XI	169206	171129	1923	-
gene	YKL147C	gene	XI	171550	172168	618	-
gene	YKL146W	gene	XI	171782	173861	2079	+
gene	YKL145W	gene	XI	174212	175616	1404	+
gene	YKL145W-A	gene	XI	174957	175050	93	+
gene	YKL144C	gene	XI	175842	176481	639	-
gene	YKL143W	gene	XI	176780	178172	1392	+
gene	YKL142W	gene	XI	178514	179174	660	+
gene	YKL141W	gene	XI	179666	180263	597	+
gene	YKL140W	gene	XI	180778	182425	1647	+
gene	YKL139W	gene	XI	182957	184544	1587	+
gene	YKL138C-A	gene	XI	184802	185012	210	-
gene	YKL138C	gene	XI	185285	185681	396	-
gene	YKL137W	gene	XI	185956	186292	336	+
gene	YKL136W	gene	XI	186415	186814	399	+
gene	YKL135C	gene	XI	186459	188640	2181	-
gene	YKL134C	gene	XI	189123	191442	2319	-
gene	YKL133C	gene	XI	191678	193070	1392	-
gene	YKL132C	gene	XI	193573	194866	1293	-
gene	YKL131W	gene	XI	194477	194999	522	+
gene	YKL130C	gene	XI	195287	196028	741	-
Replication_origins	ARS1126	ARS	XI	196041	196287	246	.
gene	YKL129C	gene	XI	196348	200167	3819	-
gene	YKL128C	gene	XI	200883	201771	888	-
transposable_elements	YKLCsigma1	long_terminal_repeat	XI	202643	202983	340	-
tRNA_gene	tK%28CUU%29K	tRNA_gene	XI	202998	203071	73	+
gene	YKL127W	gene	XI	203540	205253	1713	+
gene	YKL126W	gene	XI	205706	207749	2043	+
gene	YKL125W	gene	XI	208246	210130	1884	+
gene	YKL124W	gene	XI	210592	212332	1740	+
gene	YKL123W	gene	XI	212042	212423	381	+
gene	YKL122C	gene	XI	212494	212998	504	-
Replication_origins	ARS1127	ARS	XI	213438	213743	305	.
gene	YKL121W	gene	XI	214141	216700	2559	+
gene	YKL120W	gene	XI	217343	218318	975	+
gene	YKL119C	gene	XI	218569	219217	648	-
gene	YKL118W	gene	XI	219125	219437	312	+
transposable_elements	YKLCdelta4	long_terminal_repeat	XI	219394	219723	329	-
tRNA_gene	tA%28AGC%29K1	tRNA_gene	XI	219894	219967	73	+
gene	YKL117W	gene	XI	220323	220974	651	+
gene	YKL116C	gene	XI	221343	222900	1557	-
gene	YKL115C	gene	XI	222892	223285	393	-
gene	YKL114C	gene	XI	223351	224455	1104	-
gene	YKL113C	gene	XI	224726	225875	1149	-
gene	YKL112W	gene	XI	226569	228765	2196	+
gene	YKL111C	gene	XI	228463	228799	336	-
gene	YKL110C	gene	XI	228938	229880	942	-
gene	YKL109W	gene	XI	232226	233891	1665	+
gene	YKL108W	gene	XI	234425	235787	1362	+
gene	YKL107W	gene	XI	236140	237070	930	+
gene	YKL106C-A	gene	XI	237146	237266	120	-
gene	YKL106W	gene	XI	237535	238891	1356	+
gene	YKL105C	gene	XI	239184	242583	3399	-
gene	YKL104C	gene	XI	243219	245373	2154	-
gene	YKL103C	gene	XI	246137	247682	1545	-
gene	YKL102C	gene	XI	248061	248367	306	-
gene	YKL101W	gene	XI	248919	253476	4557	+
gene	YKL100C	gene	XI	253696	255460	1764	-
gene	YKL100W-A	gene	XI	254158	254248	90	+
gene	YKL099C	gene	XI	255719	256472	753	-
gene	YKL098W	gene	XI	256769	257843	1074	+
gene	YKL097C	gene	XI	258502	258913	411	-
gene	YKL096C-B	gene	XI	259072	259222	150	-
gene	YKL096W-A	gene	XI	259252	259531	279	+
gene	YKL096W	gene	XI	261131	261851	720	+
gene	YKL095W	gene	XI	262276	263113	837	+
gene	YKL094W	gene	XI	263348	264290	942	+
gene	YKL093W	gene	XI	264788	265808	1020	+
gene	YKL092C	gene	XI	266144	269459	3315	-
gene	YKL091C	gene	XI	269717	270650	933	-
gene	YKL090W	gene	XI	271877	273209	1332	+
gene	YKL089W	gene	XI	273393	275043	1650	+
gene	YKL088W	gene	XI	275282	276998	1716	+
gene	YKL087C	gene	XI	277188	277863	675	-
gene	YKL086W	gene	XI	278280	278664	384	+
gene	YKL085W	gene	XI	279122	280127	1005	+
gene	YKL084W	gene	XI	280508	280859	351	+
gene	YKL083W	gene	XI	280920	281535	615	+
gene	YKL082C	gene	XI	281024	282329	1305	-
gene	YKL081W	gene	XI	282890	284455	1565	+
snoRNA_gene	snR38	snoRNA_gene	XI	283184	283279	95	+
gene	YKL080W	gene	XI	285029	286208	1179	+
gene	YKL079W	gene	XI	286602	288573	1971	+
gene	YKL078W	gene	XI	288844	291052	2208	+
gene	YKL077W	gene	XI	291452	292631	1179	+
gene	YKL076C	gene	XI	292837	293221	384	-
gene	YKL075C	gene	XI	292955	294308	1353	-
gene	YKL074C	gene	XI	294609	296193	1584	-
gene	YKL073W	gene	XI	296429	299075	2646	+
gene	YKL072W	gene	XI	299581	301882	2301	+
transposable_elements	YKLCdelta5	long_terminal_repeat	XI	302333	302625	292	-
tRNA_gene	tW%28CCA%29K	tRNA_gene	XI	302917	303023	106	+
gene	YKL071W	gene	XI	305113	305884	771	+
gene	YKL070W	gene	XI	306210	306720	510	+
gene	YKL069W	gene	XI	307284	307827	543	+
tRNA_gene	tV%28AAC%29K1	tRNA_gene	XI	308143	308217	74	-
gene	YKL068W-A	gene	XI	309205	309442	237	+
gene	YKL068W	gene	XI	310198	313078	2880	+
tRNA_gene	tH%28GUG%29K	tRNA_gene	XI	313400	313472	72	-
transposable_elements	YKLCdelta6	long_terminal_repeat	XI	313601	313919	318	-
transposable_elements	YKLWdelta7	long_terminal_repeat	XI	314192	314524	332	+
gene	YKL067W	gene	XI	314811	315273	462	+
gene	YKL066W	gene	XI	315280	315724	444	+
gene	YKL065W-A	gene	XI	315953	316175	222	+
gene	YKL065C	gene	XI	316436	317057	621	-
gene	YKL064W	gene	XI	317763	320673	2910	+
gene	YKL063C	gene	XI	321014	321518	504	-
gene	YKL062W	gene	XI	323227	325120	1893	+
gene	YKL061W	gene	XI	325770	326112	342	+
gene	YKL060C	gene	XI	326407	327487	1080	-
gene	YKL059C	gene	XI	328117	329443	1326	-
Replication_origins	ARS1109	ARS	XI	329681	329930	249	.
gene	YKL058W	gene	XI	330165	330534	369	+
gene	YKL057C	gene	XI	330855	333969	3114	-
gene	YKL056C	gene	XI	334411	334915	504	-
gene	YKL055C	gene	XI	335320	336157	837	-
gene	YKL054C	gene	XI	336536	338753	2217	-
gene	YKL053C-A	gene	XI	339181	339442	261	-
gene	YKL053W	gene	XI	339571	339946	375	+
gene	YKL052C	gene	XI	339667	340546	879	-
gene	YKL051W	gene	XI	341311	342373	1062	+
gene	YKL050C	gene	XI	342851	345620	2769	-
gene	YKL049C	gene	XI	346074	346764	690	-
gene	YKL048C	gene	XI	347213	349136	1923	-
gene	YKL047W	gene	XI	349462	351013	1551	+
gene	YKL046C	gene	XI	351274	352624	1350	-
gene	YKL045W	gene	XI	353492	355079	1587	+
gene	YKL044W	gene	XI	356321	356642	321	+
gene	YKL043W	gene	XI	356747	357848	1101	+
gene	YKL042W	gene	XI	358474	359566	1092	+
gene	YKL041W	gene	XI	360142	360817	675	+
gene	YKL040C	gene	XI	361057	361828	771	-
gene	YKL039W	gene	XI	362621	364193	1572	+
snoRNA_gene	snR69	snoRNA_gene	XI	364775	364876	101	+
gene	YKL038W	gene	XI	365604	369117	3513	+
gene	YKL037W	gene	XI	369364	369721	357	+
gene	YKL036C	gene	XI	369527	369920	393	-
gene	YKL035W	gene	XI	369890	371390	1500	+
gene	YKL034W	gene	XI	371828	374105	2277	+
gene	YKL033W-A	gene	XI	374504	375215	711	+
gene	YKL033W	gene	XI	375455	378572	3117	+
tRNA_gene	tV%28AAC%29K2	tRNA_gene	XI	379679	379753	74	+
gene	YKL032C	gene	XI	380064	381858	1794	-
gene	YKL031W	gene	XI	382071	382485	414	+
gene	YKL030W	gene	XI	382497	383103	606	+
gene	YKL029C	gene	XI	382715	384725	2010	-
gene	YKL028W	gene	XI	385757	387206	1449	+
gene	YKL027W	gene	XI	387561	388905	1344	+
Replication_origins	ARS1112	ARS	XI	388969	389264	295	.
gene	YKL026C	gene	XI	389379	389883	504	-
gene	YKL025C	gene	XI	390239	392279	2040	-
gene	YKL024C	gene	XI	392525	393140	615	-
gene	YKL023C-A	gene	XI	393145	393373	228	-
gene	YKL023W	gene	XI	393720	394554	834	+
gene	YKL022C	gene	XI	394725	397248	2523	-
gene	YKL021C	gene	XI	397343	398750	1407	-
gene	YKL020C	gene	XI	398831	402080	3249	-
gene	YKL019W	gene	XI	402567	403518	951	+
gene	YKL018C-A	gene	XI	403579	403879	300	-
gene	YKL018W	gene	XI	404101	405091	990	+
gene	YKL017C	gene	XI	405189	407241	2052	-
gene	YKL016C	gene	XI	407464	407989	525	-
gene	YKL015W	gene	XI	408543	411483	2940	+
gene	YKL014C	gene	XI	411618	416913	5295	-
Replication_origins	ARS1113	ARS	XI	417184	417417	233	.
gene	YKL013C	gene	XI	417507	418023	516	-
gene	YKL012W	gene	XI	418309	420061	1752	+
gene	YKL011C	gene	XI	420154	421216	1062	-
gene	YKL010C	gene	XI	421423	425875	4452	-
gene	YKL009W	gene	XI	426241	426952	711	+
gene	YKL008C	gene	XI	427294	428551	1257	-
gene	YKL007W	gene	XI	429301	430108	807	+
gene	YKL006C-A	gene	XI	430197	430632	435	-
snoRNA_gene	snR87	snoRNA_gene	XI	431029	431138	109	-
gene	YKL006W	gene	XI	431905	432720	815	+
gene	YKL005C	gene	XI	433092	434877	1785	-
gene	YKL004W	gene	XI	435579	436785	1206	+
gene	YKL003C	gene	XI	437096	437492	396	-
gene	YKL002W	gene	XI	437777	438544	767	+
gene	YKL001C	gene	XI	438776	439385	609	-
centromere	CEN11	centromere	XI	440128	440246	118	-
centromere	CEN11_centromere_DNA_Element_I	centromere_DNA_Element_I	XI	440236	440246	10	-
centromere	CEN11_centromere_DNA_Element_II	centromere_DNA_Element_II	XI	440153	440236	83	-
centromere	CEN11_centromere_DNA_Element_III	centromere_DNA_Element_III	XI	440128	440153	25	-
gene	YKR001C	gene	XI	440607	442722	2115	-
gene	YKR002W	gene	XI	443231	444938	1707	+
gene	YKR003W	gene	XI	445380	446727	1347	+
gene	YKR004C	gene	XI	446798	448036	1238	-
Replication_origins	ARS1114	ARS	XI	448019	448254	235	.
gene	YKR005C	gene	XI	448520	450167	1647	-
gene	YKR006C	gene	XI	450422	451217	795	-
gene	YKR007W	gene	XI	451433	451988	555	+
gene	YKR008W	gene	XI	452200	454078	1878	+
gene	YKR009C	gene	XI	454351	457054	2703	-
transposable_elements	YKRCdelta8	long_terminal_repeat	XI	458139	458471	332	-
tRNA_gene	tL%28CAA%29K	tRNA_gene	XI	458556	458670	114	+
gene	YKR010C	gene	XI	458923	461239	2316	-
gene	YKR011C	gene	XI	461634	462696	1062	-
Replication_origins	ARS1115	ARS	XI	462698	463742	1044	.
gene	YKR012C	gene	XI	463738	464116	378	-
gene	YKR013W	gene	XI	463958	464948	990	+
gene	YKR014C	gene	XI	465366	466071	705	-
gene	YKR015C	gene	XI	466960	468667	1707	-
gene	YKR016W	gene	XI	469716	471339	1623	+
gene	YKR017C	gene	XI	471693	473349	1656	-
gene	YKR018C	gene	XI	473722	475900	2178	-
gene	YKR019C	gene	XI	476215	478063	1848	-
gene	YKR020W	gene	XI	478337	478832	495	+
gene	YKR021W	gene	XI	479233	481981	2748	+
gene	YKR022C	gene	XI	482170	483139	969	-
gene	YKR023W	gene	XI	483418	485011	1593	+
gene	YKR024C	gene	XI	485143	487372	2229	-
gene	YKR025W	gene	XI	487769	488618	849	+
gene	YKR026C	gene	XI	488737	489655	918	-
transposable_elements	YKRCdelta9	long_terminal_repeat	XI	490285	490416	131	-
transposable_elements	YKRWdelta10	long_terminal_repeat	XI	490463	490787	324	+
tRNA_gene	tR%28ACG%29K	tRNA_gene	XI	490967	491040	73	+
gene	YKR027W	gene	XI	491363	493661	2298	+
gene	YKR028W	gene	XI	494256	497358	3102	+
gene	YKR029C	gene	XI	497577	499833	2256	-
gene	YKR030W	gene	XI	500281	501103	822	+
gene	YKR031C	gene	XI	501343	506395	5052	-
gene	YKR032W	gene	XI	506516	506831	315	+
gene	YKR033C	gene	XI	506878	507304	426	-
gene	YKR034W	gene	XI	506897	507707	810	+
gene	YKR035C	gene	XI	507919	508561	642	-
gene	YKR035W-A	gene	XI	507938	508553	615	+
gene	YKR036C	gene	XI	508701	510633	1932	-
gene	YKR037C	gene	XI	510909	511797	888	-
gene	YKR038C	gene	XI	511998	513159	1161	-
tRNA_gene	tD%28GUC%29K	tRNA_gene	XI	513331	513403	72	-
transposable_elements	YKRCdelta11	long_terminal_repeat	XI	513531	513846	315	-
gene	YKR039W	gene	XI	515062	516871	1809	+
Replication_origins	ARS1116	ARS	XI	517016	517265	249	.
transposable_elements	YKRCdelta12	long_terminal_repeat	XI	517452	517784	332	-
tRNA_gene	tA%28AGC%29K2	tRNA_gene	XI	517987	518060	73	+
gene	YKR040C	gene	XI	518062	518566	504	-
gene	YKR041W	gene	XI	518197	518950	753	+
